"GEOGRAPHY_NAME","GEOGRAPHY_CODE","AGE_NAME","OBS_VALUE"
"Watton-at-Stone","E36003358","Aged 16-24",0
"Watton-at-Stone","E36003358","Aged 25-29",0
"Aldenham East","E36003359","Aged 16-24",5
"Aldenham East","E36003359","Aged 25-29",5
"Aldenham West","E36003360","Aged 16-24",5
"Aldenham West","E36003360","Aged 25-29",0
"Borehamwood Brookmeadow","E36003361","Aged 16-24",15
"Borehamwood Brookmeadow","E36003361","Aged 25-29",10
"Borehamwood Cowley Hill","E36003362","Aged 16-24",45
"Borehamwood Cowley Hill","E36003362","Aged 25-29",25
"Borehamwood Hillside","E36003363","Aged 16-24",25
"Borehamwood Hillside","E36003363","Aged 25-29",15
"Borehamwood Kenilworth","E36003364","Aged 16-24",15
"Borehamwood Kenilworth","E36003364","Aged 25-29",10
"Bushey Heath","E36003365","Aged 16-24",5
"Bushey Heath","E36003365","Aged 25-29",0
"Bushey North","E36003366","Aged 16-24",20
"Bushey North","E36003366","Aged 25-29",10
"Bushey Park","E36003367","Aged 16-24",10
"Bushey Park","E36003367","Aged 25-29",5
"Bushey St James","E36003368","Aged 16-24",10
"Bushey St James","E36003368","Aged 25-29",5
"Elstree","E36003369","Aged 16-24",5
"Elstree","E36003369","Aged 25-29",0
"Potters Bar Furzefield","E36003370","Aged 16-24",10
"Potters Bar Furzefield","E36003370","Aged 25-29",5
"Potters Bar Oakmere","E36003371","Aged 16-24",25
"Potters Bar Oakmere","E36003371","Aged 25-29",25
"Potters Bar Parkfield","E36003372","Aged 16-24",10
"Potters Bar Parkfield","E36003372","Aged 25-29",5
"Shenley","E36003373","Aged 16-24",10
"Shenley","E36003373","Aged 25-29",5
"Arbury","E36003374","Aged 16-24",0
"Arbury","E36003374","Aged 25-29",5
"Baldock East","E36003375","Aged 16-24",0
"Baldock East","E36003375","Aged 25-29",5
"Baldock Town","E36003376","Aged 16-24",10
"Baldock Town","E36003376","Aged 25-29",5
"Cadwell","E36003377","Aged 16-24",5
"Cadwell","E36003377","Aged 25-29",5
"Chesfield","E36003378","Aged 16-24",10
"Chesfield","E36003378","Aged 25-29",5
"Codicote","E36003379","Aged 16-24",0
"Codicote","E36003379","Aged 25-29",0
"Ermine","E36003380","Aged 16-24",0
"Ermine","E36003380","Aged 25-29",0
"Hitchin Bearton","E36003381","Aged 16-24",20
"Hitchin Bearton","E36003381","Aged 25-29",15
"Hitchin Highbury","E36003382","Aged 16-24",5
"Hitchin Highbury","E36003382","Aged 25-29",5
"Hitchin Oughton","E36003383","Aged 16-24",20
"Hitchin Oughton","E36003383","Aged 25-29",10
"Hitchin Priory","E36003384","Aged 16-24",5
"Hitchin Priory","E36003384","Aged 25-29",0
"Hitchin Walsworth","E36003385","Aged 16-24",10
"Hitchin Walsworth","E36003385","Aged 25-29",5
"Hitchwood, Offa and Hoo","E36003386","Aged 16-24",5
"Hitchwood, Offa and Hoo","E36003386","Aged 25-29",10
"Kimpton","E36003387","Aged 16-24",5
"Kimpton","E36003387","Aged 25-29",0
"Knebworth","E36003388","Aged 16-24",0
"Knebworth","E36003388","Aged 25-29",5
"Letchworth East","E36003389","Aged 16-24",20
"Letchworth East","E36003389","Aged 25-29",15
"Letchworth Grange","E36003390","Aged 16-24",20
"Letchworth Grange","E36003390","Aged 25-29",10
"Letchworth South East","E36003391","Aged 16-24",30
"Letchworth South East","E36003391","Aged 25-29",10
"Letchworth South West","E36003392","Aged 16-24",15
"Letchworth South West","E36003392","Aged 25-29",15
"Letchworth Wilbury","E36003393","Aged 16-24",15
"Letchworth Wilbury","E36003393","Aged 25-29",20
"Royston Heath","E36003394","Aged 16-24",5
"Royston Heath","E36003394","Aged 25-29",0
"Royston Meridian","E36003395","Aged 16-24",10
"Royston Meridian","E36003395","Aged 25-29",0
"Royston Palace","E36003396","Aged 16-24",10
"Royston Palace","E36003396","Aged 25-29",10
"Weston and Sandon","E36003397","Aged 16-24",5
"Weston and Sandon","E36003397","Aged 25-29",0
"Ashley","E36003398","Aged 16-24",15
"Ashley","E36003398","Aged 25-29",15
"Batchwood","E36003399","Aged 16-24",30
"Batchwood","E36003399","Aged 25-29",15
"Clarence","E36003400","Aged 16-24",5
"Clarence","E36003400","Aged 25-29",5
"Colney Heath","E36003401","Aged 16-24",15
"Colney Heath","E36003401","Aged 25-29",10
"Cunningham","E36003402","Aged 16-24",15
"Cunningham","E36003402","Aged 25-29",10
"Harpenden East","E36003403","Aged 16-24",10
"Harpenden East","E36003403","Aged 25-29",5
"Harpenden North","E36003404","Aged 16-24",5
"Harpenden North","E36003404","Aged 25-29",5
"Harpenden South","E36003405","Aged 16-24",0
"Harpenden South","E36003405","Aged 25-29",0
"Harpenden West","E36003406","Aged 16-24",5
"Harpenden West","E36003406","Aged 25-29",0
"London Colney","E36003407","Aged 16-24",30
"London Colney","E36003407","Aged 25-29",15
"Marshalswick North","E36003408","Aged 16-24",5
"Marshalswick North","E36003408","Aged 25-29",5
"Marshalswick South","E36003409","Aged 16-24",5
"Marshalswick South","E36003409","Aged 25-29",5
"Park Street","E36003410","Aged 16-24",10
"Park Street","E36003410","Aged 25-29",5
"Redbourn","E36003411","Aged 16-24",5
"Redbourn","E36003411","Aged 25-29",10
"Sandridge","E36003412","Aged 16-24",0
"Sandridge","E36003412","Aged 25-29",5
"Sopwell","E36003413","Aged 16-24",15
"Sopwell","E36003413","Aged 25-29",15
"St Peters","E36003414","Aged 16-24",15
"St Peters","E36003414","Aged 25-29",20
"St Stephen","E36003415","Aged 16-24",5
"St Stephen","E36003415","Aged 25-29",5
"Verulam","E36003416","Aged 16-24",5
"Verulam","E36003416","Aged 25-29",0
"Wheathampstead","E36003417","Aged 16-24",15
"Wheathampstead","E36003417","Aged 25-29",5
"Bandley Hill","E36003418","Aged 16-24",20
"Bandley Hill","E36003418","Aged 25-29",0
"Bedwell","E36003419","Aged 16-24",30
"Bedwell","E36003419","Aged 25-29",25
"Chells","E36003420","Aged 16-24",10
"Chells","E36003420","Aged 25-29",10
"Longmeadow","E36003421","Aged 16-24",10
"Longmeadow","E36003421","Aged 25-29",5
"Manor","E36003422","Aged 16-24",10
"Manor","E36003422","Aged 25-29",10
"Martins Wood","E36003423","Aged 16-24",30
"Martins Wood","E36003423","Aged 25-29",15
"Old Town","E36003424","Aged 16-24",20
"Old Town","E36003424","Aged 25-29",10
"Pin Green","E36003425","Aged 16-24",15
"Pin Green","E36003425","Aged 25-29",10
"Roebuck","E36003426","Aged 16-24",20
"Roebuck","E36003426","Aged 25-29",10
"Shephall","E36003427","Aged 16-24",15
"Shephall","E36003427","Aged 25-29",10
"St Nicholas","E36003428","Aged 16-24",40
"St Nicholas","E36003428","Aged 25-29",25
"Symonds Green","E36003429","Aged 16-24",10
"Symonds Green","E36003429","Aged 25-29",5
"Woodfield","E36003430","Aged 16-24",10
"Woodfield","E36003430","Aged 25-29",10
"Abbots Langley","E36003431","Aged 16-24",5
"Abbots Langley","E36003431","Aged 25-29",0
"Ashridge","E36003432","Aged 16-24",15
"Ashridge","E36003432","Aged 25-29",5
"Bedmond & Primrose Hill","E36003433","Aged 16-24",5
"Bedmond & Primrose Hill","E36003433","Aged 25-29",0
"Carpenders Park","E36003434","Aged 16-24",5
"Carpenders Park","E36003434","Aged 25-29",5
"Chorleywood East","E36003435","Aged 16-24",0
"Chorleywood East","E36003435","Aged 25-29",0
"Chorleywood West","E36003436","Aged 16-24",5
"Chorleywood West","E36003436","Aged 25-29",5
"Croxley Green","E36003437","Aged 16-24",5
"Croxley Green","E36003437","Aged 25-29",5
"Croxley Green North","E36003438","Aged 16-24",5
"Croxley Green North","E36003438","Aged 25-29",5
"Croxley Green South","E36003439","Aged 16-24",5
"Croxley Green South","E36003439","Aged 25-29",0
"Hayling","E36003440","Aged 16-24",20
"Hayling","E36003440","Aged 25-29",5
"Langleybury","E36003441","Aged 16-24",10
"Langleybury","E36003441","Aged 25-29",5
"Leavesden","E36003442","Aged 16-24",20
"Leavesden","E36003442","Aged 25-29",5
"Maple Cross & Mill End","E36003443","Aged 16-24",20
"Maple Cross & Mill End","E36003443","Aged 25-29",10
"Moor Park & Eastbury","E36003444","Aged 16-24",0
"Moor Park & Eastbury","E36003444","Aged 25-29",0
"Northwick","E36003445","Aged 16-24",25
"Northwick","E36003445","Aged 25-29",20
"Oxhey Hall","E36003446","Aged 16-24",10
"Oxhey Hall","E36003446","Aged 25-29",5
"Penn","E36003447","Aged 16-24",10
"Penn","E36003447","Aged 25-29",5
"Rickmansworth","E36003448","Aged 16-24",0
"Rickmansworth","E36003448","Aged 25-29",0
"Rickmansworth West","E36003449","Aged 16-24",5
"Rickmansworth West","E36003449","Aged 25-29",5
"Sarratt","E36003450","Aged 16-24",0
"Sarratt","E36003450","Aged 25-29",0
"Callowland","E36003451","Aged 16-24",25
"Callowland","E36003451","Aged 25-29",10
"Central","E36003452","Aged 16-24",50
"Central","E36003452","Aged 25-29",45
"Holywell","E36003453","Aged 16-24",25
"Holywell","E36003453","Aged 25-29",25
"Leggatts","E36003454","Aged 16-24",25
"Leggatts","E36003454","Aged 25-29",15
"Meriden","E36003455","Aged 16-24",30
"Meriden","E36003455","Aged 25-29",20
"Nascot","E36003456","Aged 16-24",5
"Nascot","E36003456","Aged 25-29",10
"Oxhey","E36003457","Aged 16-24",15
"Oxhey","E36003457","Aged 25-29",5
"Park","E36003458","Aged 16-24",25
"Park","E36003458","Aged 25-29",10
"Stanborough","E36003459","Aged 16-24",15
"Stanborough","E36003459","Aged 25-29",15
"Tudor","E36003460","Aged 16-24",5
"Tudor","E36003460","Aged 25-29",5
"Vicarage","E36003461","Aged 16-24",15
"Vicarage","E36003461","Aged 25-29",25
"Woodside","E36003462","Aged 16-24",30
"Woodside","E36003462","Aged 25-29",10
"Brookmans Park and Little Heath","E36003463","Aged 16-24",5
"Brookmans Park and Little Heath","E36003463","Aged 25-29",5
"Haldens","E36003464","Aged 16-24",15
"Haldens","E36003464","Aged 25-29",15
"Handside","E36003465","Aged 16-24",15
"Handside","E36003465","Aged 25-29",5
"Hatfield Central","E36003466","Aged 16-24",25
"Hatfield Central","E36003466","Aged 25-29",20
"Hatfield East","E36003467","Aged 16-24",30
"Hatfield East","E36003467","Aged 25-29",20
"Hatfield South","E36003468","Aged 16-24",15
"Hatfield South","E36003468","Aged 25-29",10
"Hatfield Villages","E36003469","Aged 16-24",10
"Hatfield Villages","E36003469","Aged 25-29",10
"Hatfield West","E36003470","Aged 16-24",25
"Hatfield West","E36003470","Aged 25-29",15
"Hollybush","E36003471","Aged 16-24",20
"Hollybush","E36003471","Aged 25-29",20
"Howlands","E36003472","Aged 16-24",25
"Howlands","E36003472","Aged 25-29",15
"Northaw and Cuffley","E36003473","Aged 16-24",5
"Northaw and Cuffley","E36003473","Aged 25-29",0
"Panshanger","E36003474","Aged 16-24",10
"Panshanger","E36003474","Aged 25-29",10
"Peartree","E36003475","Aged 16-24",35
"Peartree","E36003475","Aged 25-29",35
"Sherrards","E36003476","Aged 16-24",10
"Sherrards","E36003476","Aged 25-29",5
"Welham Green","E36003477","Aged 16-24",5
"Welham Green","E36003477","Aged 25-29",5
"Welwyn East","E36003478","Aged 16-24",5
"Welwyn East","E36003478","Aged 25-29",0
"Welwyn West","E36003479","Aged 16-24",5
"Welwyn West","E36003479","Aged 25-29",5
"All Saints","E36004333","Aged 16-24",5
"All Saints","E36004333","Aged 25-29",0
"Buckenham","E36004334","Aged 16-24",0
"Buckenham","E36004334","Aged 25-29",0
"Burgh and Haverscroft","E36004335","Aged 16-24",10
"Burgh and Haverscroft","E36004335","Aged 25-29",5
"Conifer","E36004336","Aged 16-24",5
"Conifer","E36004336","Aged 25-29",0
"Dereham-Central","E36004337","Aged 16-24",25
"Dereham-Central","E36004337","Aged 25-29",10
"Dereham-Humbletoft","E36004338","Aged 16-24",5
"Dereham-Humbletoft","E36004338","Aged 25-29",5
"Dereham-Neatherd","E36004339","Aged 16-24",15
"Dereham-Neatherd","E36004339","Aged 25-29",5
"Dereham-Toftwood","E36004340","Aged 16-24",15
"Dereham-Toftwood","E36004340","Aged 25-29",5
"East Guiltcross","E36004341","Aged 16-24",0
"East Guiltcross","E36004341","Aged 25-29",0
"Eynsford","E36004342","Aged 16-24",5
"Eynsford","E36004342","Aged 25-29",0
"Haggard de Toni","E36004343","Aged 16-24",5
"Haggard de Toni","E36004343","Aged 25-29",0
"Harling and Heathlands","E36004344","Aged 16-24",0
"Harling and Heathlands","E36004344","Aged 25-29",5
"Hermitage","E36004345","Aged 16-24",0
"Hermitage","E36004345","Aged 25-29",0
"Launditch","E36004346","Aged 16-24",5
"Launditch","E36004346","Aged 25-29",0
"Mid Forest","E36004347","Aged 16-24",5
"Mid Forest","E36004347","Aged 25-29",0
"Nar Valley","E36004348","Aged 16-24",10
"Nar Valley","E36004348","Aged 25-29",5
"Necton","E36004349","Aged 16-24",5
"Necton","E36004349","Aged 25-29",0
"Queen's","E36004350","Aged 16-24",10
"Queen's","E36004350","Aged 25-29",5
"Shipdham","E36004351","Aged 16-24",5
"Shipdham","E36004351","Aged 25-29",5
"Springvale and Scarning","E36004352","Aged 16-24",10
"Springvale and Scarning","E36004352","Aged 25-29",5
"Swaffham","E36004353","Aged 16-24",25
"Swaffham","E36004353","Aged 25-29",15
"Swanton Morley","E36004354","Aged 16-24",5
"Swanton Morley","E36004354","Aged 25-29",5
"Taverner","E36004355","Aged 16-24",0
"Taverner","E36004355","Aged 25-29",0
"Templar","E36004356","Aged 16-24",15
"Templar","E36004356","Aged 25-29",10
"Thetford-Abbey","E36004357","Aged 16-24",30
"Thetford-Abbey","E36004357","Aged 25-29",10
"Thetford-Castle","E36004358","Aged 16-24",5
"Thetford-Castle","E36004358","Aged 25-29",0
"Thetford-Guildhall","E36004359","Aged 16-24",10
"Thetford-Guildhall","E36004359","Aged 25-29",10
"Thetford-Saxon","E36004360","Aged 16-24",20
"Thetford-Saxon","E36004360","Aged 25-29",15
"Two Rivers","E36004361","Aged 16-24",5
"Two Rivers","E36004361","Aged 25-29",0
"Upper Wensum","E36004362","Aged 16-24",0
"Upper Wensum","E36004362","Aged 25-29",0
"Upper Yare","E36004363","Aged 16-24",0
"Upper Yare","E36004363","Aged 25-29",5
"Watton","E36004364","Aged 16-24",15
"Watton","E36004364","Aged 25-29",5
"Wayland","E36004365","Aged 16-24",5
"Wayland","E36004365","Aged 25-29",0
"Weeting","E36004366","Aged 16-24",5
"Weeting","E36004366","Aged 25-29",0
"West Guiltcross","E36004367","Aged 16-24",0
"West Guiltcross","E36004367","Aged 25-29",0
"Wissey","E36004368","Aged 16-24",5
"Wissey","E36004368","Aged 25-29",0
"Acle","E36004369","Aged 16-24",5
"Acle","E36004369","Aged 25-29",5
"Aylsham","E36004370","Aged 16-24",20
"Aylsham","E36004370","Aged 25-29",15
"Blofield with South Walsham","E36004371","Aged 16-24",5
"Blofield with South Walsham","E36004371","Aged 25-29",5
"Brundall","E36004372","Aged 16-24",10
"Brundall","E36004372","Aged 25-29",5
"Burlingham","E36004373","Aged 16-24",5
"Burlingham","E36004373","Aged 25-29",0
"Buxton","E36004374","Aged 16-24",5
"Buxton","E36004374","Aged 25-29",0
"Coltishall","E36004375","Aged 16-24",5
"Coltishall","E36004375","Aged 25-29",0
"Drayton North","E36004376","Aged 16-24",5
"Drayton North","E36004376","Aged 25-29",0
"Drayton South","E36004377","Aged 16-24",0
"Drayton South","E36004377","Aged 25-29",0
"Eynesford","E36004378","Aged 16-24",10
"Eynesford","E36004378","Aged 25-29",0
"Great Witchingham","E36004379","Aged 16-24",0
"Great Witchingham","E36004379","Aged 25-29",0
"Hellesdon North West","E36004380","Aged 16-24",10
"Hellesdon North West","E36004380","Aged 25-29",10
"Hellesdon South East","E36004381","Aged 16-24",10
"Hellesdon South East","E36004381","Aged 25-29",5
"Hevingham","E36004382","Aged 16-24",5
"Hevingham","E36004382","Aged 25-29",0
"Horsford and Felthorpe","E36004383","Aged 16-24",10
"Horsford and Felthorpe","E36004383","Aged 25-29",5
"Marshes","E36004384","Aged 16-24",5
"Marshes","E36004384","Aged 25-29",5
"Old Catton and Sprowston West","E36004385","Aged 16-24",15
"Old Catton and Sprowston West","E36004385","Aged 25-29",5
"Plumstead","E36004386","Aged 16-24",5
"Plumstead","E36004386","Aged 25-29",0
"Reepham","E36004387","Aged 16-24",5
"Reepham","E36004387","Aged 25-29",5
"Spixworth with St Faiths","E36004388","Aged 16-24",10
"Spixworth with St Faiths","E36004388","Aged 25-29",5
"Sprowston Central","E36004389","Aged 16-24",10
"Sprowston Central","E36004389","Aged 25-29",5
"Sprowston East","E36004390","Aged 16-24",10
"Sprowston East","E36004390","Aged 25-29",10
"Taverham North","E36004391","Aged 16-24",10
"Taverham North","E36004391","Aged 25-29",5
"Taverham South","E36004392","Aged 16-24",5
"Taverham South","E36004392","Aged 25-29",0
"Thorpe St Andrew North West","E36004393","Aged 16-24",10
"Thorpe St Andrew North West","E36004393","Aged 25-29",5
"Thorpe St Andrew South East","E36004394","Aged 16-24",15
"Thorpe St Andrew South East","E36004394","Aged 25-29",5
"Wroxham","E36004395","Aged 16-24",10
"Wroxham","E36004395","Aged 25-29",5
"Bradwell North","E36004396","Aged 16-24",10
"Bradwell North","E36004396","Aged 25-29",10
"Bradwell South and Hopton","E36004397","Aged 16-24",10
"Bradwell South and Hopton","E36004397","Aged 25-29",10
"Caister North","E36004398","Aged 16-24",5
"Caister North","E36004398","Aged 25-29",5
"Caister South","E36004399","Aged 16-24",10
"Caister South","E36004399","Aged 25-29",5
"Central and Northgate","E36004400","Aged 16-24",95
"Central and Northgate","E36004400","Aged 25-29",65
"Claydon","E36004401","Aged 16-24",45
"Claydon","E36004401","Aged 25-29",55
"East Flegg","E36004402","Aged 16-24",10
"East Flegg","E36004402","Aged 25-29",10
"Fleggburgh","E36004403","Aged 16-24",5
"Fleggburgh","E36004403","Aged 25-29",0
"Gorleston","E36004404","Aged 16-24",15
"Gorleston","E36004404","Aged 25-29",15
"Lothingland","E36004405","Aged 16-24",15
"Lothingland","E36004405","Aged 25-29",5
"Magdalen","E36004406","Aged 16-24",40
"Magdalen","E36004406","Aged 25-29",25
"Nelson","E36004407","Aged 16-24",100
"Nelson","E36004407","Aged 25-29",90
"Ormesby","E36004408","Aged 16-24",10
"Ormesby","E36004408","Aged 25-29",5
"Southtown and Cobholm","E36004409","Aged 16-24",40
"Southtown and Cobholm","E36004409","Aged 25-29",35
"St Andrews","E36004410","Aged 16-24",30
"St Andrews","E36004410","Aged 25-29",15
"West Flegg","E36004411","Aged 16-24",10
"West Flegg","E36004411","Aged 25-29",5
"Yarmouth North","E36004412","Aged 16-24",20
"Yarmouth North","E36004412","Aged 25-29",20
"Airfield","E36004413","Aged 16-24",5
"Airfield","E36004413","Aged 25-29",0
"Brancaster","E36004414","Aged 16-24",0
"Brancaster","E36004414","Aged 25-29",5
"Burnham","E36004415","Aged 16-24",0
"Burnham","E36004415","Aged 25-29",0
"Clenchwarton","E36004416","Aged 16-24",0
"Clenchwarton","E36004416","Aged 25-29",0
"Denton","E36004417","Aged 16-24",10
"Denton","E36004417","Aged 25-29",10
"Dersingham","E36004418","Aged 16-24",5
"Dersingham","E36004418","Aged 25-29",0
"Docking","E36004419","Aged 16-24",5
"Docking","E36004419","Aged 25-29",0
"Downham Old Town","E36004420","Aged 16-24",5
"Downham Old Town","E36004420","Aged 25-29",10
"East Downham","E36004421","Aged 16-24",5
"East Downham","E36004421","Aged 25-29",5
"Emneth with Outwell","E36004422","Aged 16-24",20
"Emneth with Outwell","E36004422","Aged 25-29",5
"Fairstead","E36004423","Aged 16-24",40
"Fairstead","E36004423","Aged 25-29",20
"Gayton","E36004424","Aged 16-24",0
"Gayton","E36004424","Aged 25-29",0
"Gaywood Chase","E36004425","Aged 16-24",20
"Gaywood Chase","E36004425","Aged 25-29",15
"Gaywood North Bank","E36004426","Aged 16-24",10
"Gaywood North Bank","E36004426","Aged 25-29",5
"Grimston","E36004427","Aged 16-24",0
"Grimston","E36004427","Aged 25-29",0
"Heacham","E36004428","Aged 16-24",0
"Heacham","E36004428","Aged 25-29",5
"Hilgay with Denver","E36004429","Aged 16-24",5
"Hilgay with Denver","E36004429","Aged 25-29",5
"Hunstanton","E36004430","Aged 16-24",10
"Hunstanton","E36004430","Aged 25-29",10
"Mershe Lande","E36004431","Aged 16-24",15
"Mershe Lande","E36004431","Aged 25-29",5
"North Downham","E36004432","Aged 16-24",10
