GEOGRAPHY_NAME,GEOGRAPHY_CODE,25-29
North Cosford,E05007089,20
Pinewood,E05007090,30
South Cosford,E05007091,20
Sudbury East,E05007092,10
Sudbury North,E05007093,30
Sudbury South,E05007094,15
Waldingfield,E05007095,45
All Saints,E05007096,45
Brandon East,E05007097,5
Brandon West,E05007098,45
Eriswell and The Rows,E05007099,25
Exning,E05007100,15
Great Heath,E05007101,10
Iceni,E05007102,20
Lakenheath,E05007103,10
Manor,E05007104,5
Market,E05007105,25
Red Lodge,E05007106,15
Severals,E05007107,15
South,E05007108,5
St Mary's,E05007109,0
Alexandra,E05007110,0
Bixley,E05007111,15
Bridge,E05007112,0
Castle Hill,E05007113,5
Gainsborough,E05007115,5
Gipping,E05007116,20
Holywells,E05007114,25
Priory Heath,E05007117,20
Rushmere,E05007118,0
Sprites,E05007119,5
St John's,E05007120,10
St Margaret's,E05007121,5
Stoke Park,E05007122,5
Westgate,E05007123,0
Whitehouse,E05007124,5
Whitton,E05007125,5
Bacton and Old Newton,E05007128,5
Badwell Ash,E05007126,5
Barking and Somersham,E05007127,0
Bramford and Blakenham,E05007129,10
Claydon and Barham,E05007130,5
Debenham,E05007131,20
Elmswell and Norton,E05007132,5
Eye,E05007133,5
Fressingfield,E05007134,5
Gislingham,E05007135,5
Haughley and Wetherden,E05007136,0
Helmingham and Coddenham,E05007137,5
Hoxne,E05007138,10
Mendlesham,E05007139,10
Needham Market,E05007140,10
Onehouse,E05007141,10
Palgrave,E05007142,5
Rattlesden,E05007143,10
Rickinghall and Walsham,E05007144,20
Ringshall,E05007145,5
Stowmarket Central,E05007146,10
Stowmarket North,E05007147,5
Stowmarket South,E05007148,5
Stowupland,E05007149,5
Stradbroke and Laxfield,E05007150,10
The Stonhams,E05007151,0
Thurston and Hessett,E05007152,0
Wetheringsett,E05007153,10
Woolpit,E05007154,5
Worlingworth,E05007155,0
Abbeygate,E05007156,0
Bardwell,E05007157,5
Barningham,E05007158,0
Barrow,E05007159,0
Cavendish,E05007160,5
Chedburgh,E05007161,0
Clare,E05007162,0
Eastgate,E05007163,5
Fornham,E05007164,10
Great Barton,E05007165,20
Haverhill East,E05007166,0
Haverhill North,E05007167,0
Haverhill South,E05007168,5
Haverhill West,E05007169,15
Horringer and Whelnetham,E05007170,0
Hundon,E05007171,0
Ixworth,E05007172,0
Kedington,E05007173,0
Minden,E05007174,5
Moreton Hall,E05007175,5
Northgate,E05007176,0
Pakenham,E05007177,0
Risby,E05007178,0
Risbygate,E05007179,0
Rougham,E05007180,10
Southgate,E05007181,0
St Olaves,E05007182,5
Stanton,E05007183,5
Westgate,E05007184,0
Wickhambrook,E05007185,5
Withersfield,E05007186,5
Aldeburgh,E05007187,5
Earl Soham,E05007189,10
Farlingaye,E05007188,20
Felixstowe East,E05007190,20
Felixstowe North,E05007191,5
Felixstowe South,E05007192,10
Felixstowe South East,E05007193,0
Felixstowe West,E05007194,20
Framlingham,E05007195,5
Grundisburgh,E05007196,5
Hacheston,E05007197,0
Hollesley with Eyke,E05007198,5
Kesgrave East,E05007199,20
Kesgrave West,E05007200,5
Kyson,E05007201,0
Leiston,E05007202,0
Martlesham,E05007203,20
Melton and Ufford,E05007204,10
Nacton,E05007205,10
Orford and Tunstall,E05007206,0
Otley,E05007207,20
Peasenhall,E05007208,5
Rendlesham,E05007209,0
Riverside,E05007210,5
Rushmere St Andrew,E05007211,0
Saxmundham,E05007212,5
Seckford,E05007213,0
Snape,E05007214,0
Sutton,E05007215,5
Trimleys with Kirton,E05007216,5
Walberswick and Wenhaston,E05007217,0
Wickham Market,E05007218,5
Witnesham,E05007219,0
Yoxford,E05007220,5
Beccles North,E05007221,5
Beccles South,E05007222,0
Blything,E05007223,0
Bungay,E05007224,5
Carlton,E05007225,0
Carlton Colville,E05007226,0
Gunton and Corton,E05007227,5
Halesworth,E05007228,5
Harbour,E05007229,0
Kessingland,E05007230,0
Kirkley,E05007231,5
Lothingland,E05007232,0
Normanston,E05007233,5
Oulton,E05007234,0
Oulton Broad,E05007235,5
Pakefield,E05007236,0
Southwold and Reydon,E05007237,5
St Margaret's,E05007238,5
The Saints,E05007239,0
Wainford,E05007240,0
Whitton,E05007241,0
Worlingham,E05007242,0
Wrentham,E05007243,5
Claygate,E05007245,0
Cobham and Downside,E05007244,0
Cobham Fairmile,E05007246,0
Esher,E05007247,0
Hersham North,E05007248,0
Hersham South,E05007249,0
Hinchley Wood,E05007250,5
Long Ditton,E05007251,5
Molesey East,E05007252,5
Molesey North,E05007253,5
Molesey South,E05007254,15
Oatlands Park,E05007255,5
Oxshott and Stoke D'Abernon,E05007256,5
St George's Hill,E05007257,30
Thames Ditton,E05007258,10
Walton Ambleside,E05007259,25
Walton Central,E05007260,10
Walton North,E05007261,5
Walton South,E05007262,10
Weston Green,E05007263,5
Weybridge North,E05007264,10
Weybridge South,E05007265,0
Auriol,E05007266,0
College,E05007267,5
Court,E05007268,0
Cuddington,E05007269,5
Ewell,E05007270,5
Ewell Court,E05007271,10
Nonsuch,E05007272,10
Ruxley,E05007273,25
Stamford,E05007274,5
Stoneleigh,E05007275,0
Town,E05007276,0
West Ewell,E05007277,10
Woodcote,E05007278,5
Ash South and Tongham,E05007279,5
Ash Vale,E05007280,5
Ash Wharf,E05007281,5
Burpham,E05007282,5
Christchurch,E05007283,5
Clandon and Horsley,E05007284,5
Effingham,E05007285,0
Friary and St Nicolas,E05007286,0
Holy Trinity,E05007287,5
Lovelace,E05007288,10
Merrow,E05007289,10
Normandy,E05007290,10
Onslow,E05007291,5
Pilgrims,E05007292,10
Pirbright,E05007293,25
Send,E05007294,5
Shalford,E05007295,5
Stoke,E05007296,5
Stoughton,E05007297,15
Tillingbourne,E05007298,0
Westborough,E05007299,5
Worplesdon,E05007300,15
Ashtead Common,E05007301,10
Ashtead Park,E05007302,5
Ashtead Village,E05007303,0
Beare Green,E05007304,5
Bookham North,E05007305,5
Bookham South,E05007306,0
Box Hill and Headley,E05007307,0
"Brockham, Betchworth and Buckland",E05007308,0
"Capel, Leigh and Newdigate",E05007309,5
Charlwood,E05007310,0
Dorking North,E05007311,5
Dorking South,E05007312,0
Fetcham East,E05007313,0
Fetcham West,E05007314,10
Holmwoods,E05007315,0
Leatherhead North,E05007316,0
Leatherhead South,E05007317,0
Leith Hill,E05007318,0
"Mickleham, Westhumble and Pixham",E05007319,0
Okewood,E05007320,20
Westcott,E05007321,30
Banstead Village,E05007322,10
"Chipstead, Hooley and Woodmansterne",E05007323,15
Earlswood and Whitebushes,E05007324,5
Horley Central,E05007325,5
Horley East,E05007326,20
Horley West,E05007327,10
Kingswood with Burgh Heath,E05007328,10
Meadvale and St John's,E05007329,15
Merstham,E05007330,25
Nork,E05007331,25
Preston,E05007332,20
Redhill East,E05007333,15
Redhill West,E05007334,0
Reigate Central,E05007335,5
Reigate Hill,E05007336,0
Salfords and Sidlow,E05007337,5
South Park and Woodhatch,E05007338,5
Tadworth and Walton,E05007339,0
Tattenhams,E05007340,5
Addlestone Bourneside,E05007341,0
Addlestone North,E05007342,5
Chertsey Meads,E05007343,5
Chertsey South and Row Town,E05007344,5
Chertsey St Ann's,E05007345,0
Egham Hythe,E05007346,5
Egham Town,E05007347,5
Englefield Green East,E05007348,5
Englefield Green West,E05007349,0
Foxhills,E05007350,5
New Haw,E05007352,10
Thorpe,E05007351,0
Virginia Water,E05007353,10
Woodham,E05007354,5
Ashford Common,E05007355,0
Ashford East,E05007356,10
Ashford North and Stanwell South,E05007357,0
Ashford Town,E05007358,15
Halliford and Sunbury West,E05007359,10
Laleham and Shepperton Green,E05007360,0
Riverside and Laleham,E05007361,5
Shepperton Town,E05007362,5
Staines,E05007363,5
Staines South,E05007364,15
Stanwell North,E05007365,5
Sunbury Common,E05007366,5
Sunbury East,E05007367,5
Bagshot,E05007368,0
Bisley,E05007369,5
Chobham,E05007370,5
Frimley,E05007371,5
Frimley Green,E05007372,5
Heatherside,E05007373,5
Lightwater,E05007374,10
Mytchett and Deepcut,E05007375,20
Old Dean,E05007376,10
Parkside,E05007377,10
St Michaels,E05007378,10
St Pauls,E05007379,5
Town,E05007380,30
Watchetts,E05007381,10
West End,E05007382,5
Windlesham,E05007383,35
Bletchingley and Nutfield,E05007384,0
"Burstow, Horne and Outwood",E05007385,0
Chaldon,E05007386,5
Dormansland and Felcourt,E05007387,0
Felbridge,E05007388,0
Godstone,E05007389,0
Harestone,E05007390,0
Limpsfield,E05007409,0
Lingfield and Crowhurst,E05007410,5
Oxted North and Tandridge,E05007391,5
Oxted South,E05007392,0
Portley,E05007393,15
Queens Park,E05007394,0
Tatsfield and Titsey,E05007395,5
Valley,E05007396,5
Warlingham East and Chelsham and Farleigh,E05007397,0
Warlingham West,E05007398,5
Westway,E05007399,5
Whyteleafe,E05007400,30
Woldingham,E05007401,0
"Alfold, Cranleigh Rural and Ellens Green",E05007402,5
Blackheath and Wonersh,E05007403,5
"Bramley, Busbridge and Hascombe",E05007404,5
Chiddingfold and Dunsfold,E05007405,5
Cranleigh East,E05007406,0
Cranleigh West,E05007407,0
Elstead and Thursley,E05007408,0
Ewhurst,E05007411,5
Farnham Bourne,E05007412,0
Farnham Castle,E05007413,0
Farnham Firgrove,E05007414,5
Farnham Hale and Heath End,E05007415,0
Farnham Moor Park,E05007416,0
Farnham Shortheath and Boundstone,E05007417,0
Farnham Upper Hale,E05007418,0
Farnham Weybourne and Badshot Lea,E05007419,5
Farnham Wrecclesham and Rowledge,E05007420,5
"Frensham, Dockenfield and Tilford",E05007421,10
Godalming Binscombe,E05007422,10
Godalming Central and Ockford,E05007423,10
Godalming Charterhouse,E05007424,10
Godalming Farncombe and Catteshall,E05007425,10
Godalming Holloway,E05007426,5
Haslemere Critchmere and Shottermill,E05007427,5
Haslemere East and Grayswood,E05007428,0
Hindhead,E05007429,0
Milford,E05007430,0
Shamley Green and Cranleigh North,E05007431,0
Witley and Hambledon,E05007432,20
Brookwood,E05007433,30
Byfleet,E05007434,5
Goldsworth East,E05007435,5
Goldsworth West,E05007436,10
Hermitage and Knaphill South,E05007437,10
Horsell East and Woodham,E05007438,5
Horsell West,E05007439,5
Kingfield and Westfield,E05007440,0
Knaphill,E05007441,10
Maybury and Sheerwater,E05007442,5
Mayford and Sutton Green,E05007443,0
Mount Hermon East,E05007444,0
Mount Hermon West,E05007445,0
Old Woking,E05007446,5
Pyrford,E05007447,15
St John's and Hook Heath,E05007448,10
West Byfleet,E05007449,5
Arley and Whitacre,E05007450,5
Atherstone Central,E05007451,5
Atherstone North,E05007452,5
Atherstone South and Mancetter,E05007453,0
Baddesley and Grendon,E05007454,10
Coleshill North,E05007455,0
Coleshill South,E05007456,20
Curdworth,E05007457,10
Dordon,E05007458,5
Fillongley,E05007459,0
Hartshill,E05007460,40
Hurley and Wood End,E05007461,5
Kingsbury,E05007462,5
Newton Regis and Warton,E05007463,5
Polesworth East,E05007464,0
Polesworth West,E05007465,5
Water Orton,E05007466,0
Abbey,E05007467,0
Arbury,E05007468,30
Attleborough,E05007469,0
Bar Pool,E05007470,5
Bede,E05007471,10
Bulkington,E05007472,15
Camp Hill,E05007473,5
Exhall,E05007474,0
Galley Common,E05007475,10
Heath,E05007476,10
Kingswood,E05007477,30
Poplar,E05007478,0
Slough,E05007479,5
St Nicolas,E05007480,5
Weddington,E05007481,35
Wem Brook,E05007482,10
Whitestone,E05007483,15
Admirals,E05007484,20
Avon and Swift,E05007485,10
Benn,E05007487,0
Bilton,E05007486,0
Brownsover North,E05007488,10
Brownsover South,E05007489,25
Caldecott,E05007490,30
Dunchurch and Knightlow,E05007491,10
Earl Craven and Wolston,E05007492,10
Eastlands,E05007493,5
Fosse,E05007494,10
Hillmorton,E05007495,0
Lawford and King's Newnham,E05007496,20
Leam Valley,E05007497,5
New Bilton,E05007498,10
Newbold,E05007499,5
Overslade,E05007500,15
Paddox,E05007501,20
Ryton-on-Dunsmore,E05007502,20
Wolvey,E05007503,5
Alcester,E05007504,25
Aston Cantlow,E05007505,10
Bardon,E05007506,5
Bidford and Salford,E05007507,5
Brailes,E05007508,15
Burton Dassett,E05007509,40
Claverdon,E05007510,0
Ettington,E05008585,15
Fenny Compton,E05007512,10
Harbury,E05007944,5
Henley,E05008586,10
Kineton,E05007515,5
Kinwarton,E05007945,40
Long Compton,E05007517,25
Long Itchington,E05008587,20
Quinton,E05007519,15
Sambourne,E05007520,0
Shipston,E05007947,5
Snitterfield,E05008588,10
Southam,E05007949,5
Stockton and Napton,E05007524,35
Stratford Alveston,E05007525,40
Stratford Avenue and New Town,E05007526,10
Stratford Guild and Hathaway,E05007527,10
Stratford Mount Pleasant,E05007528,5
Studley,E05008589,30
Tanworth,E05007530,5
Tredington,E05007531,15
Vale of the Red Horse,E05007532,0
Welford,E05008590,0
Wellesbourne,E05007534,5
Abbey,E05007535,5
Bishop's Tachbrook,E05007536,40
Brunswick,E05007951,25
Budbrooke,E05008591,10
Clarendon,E05008592,35
Crown,E05008593,45
Cubbington,E05008594,0
Lapworth,E05007542,5
Leek Wootton,E05007543,35
Manor,E05007544,25
Milverton,E05007545,10
Park Hill,E05007546,15
Radford Semele,E05007547,5
St John's,E05007548,0
Stoneleigh,E05007549,5
Warwick North,E05007550,5
Warwick South,E05007551,0
Warwick West,E05007552,15
Whitnash,E05007553,5
Willes,E05007554,0
Buckingham,E05007555,0
Churchill,E05007556,15
Cokeham,E05007557,15
Eastbrook,E05007558,5
Hillside,E05007559,5
Manor,E05007560,15
Marine,E05007561,45
Mash Barn,E05007562,0
Peverel,E05007563,0
Southlands,E05007564,5
Southwick Green,E05007565,20
St Mary's,E05007566,0
St Nicolas,E05007567,35
Widewater,E05007568,15
Aldwick East,E05007569,20
Aldwick West,E05007570,15
Angmering,E05007573,5
Arundel,E05007574,0
Barnham,E05007571,5
Beach,E05007572,5
Bersted,E05007575,0
Brookfield,E05007576,0
East Preston with Kingston,E05007577,5
Felpham East,E05007578,5
Felpham West,E05007579,5
Ferring,E05007580,0
Findon,E05007581,10
Ham,E05007582,0
Hotham,E05007583,5
Marine,E05007584,0
Middleton-on-Sea,E05007585,5
Orchard,E05007586,5
Pagham and Rose Green,E05007587,0
Pevensey,E05007588,5
River,E05007589,0
Rustington East,E05007590,5
Rustington West,E05007591,5
Walberton,E05007592,0
Wick with Toddington,E05007593,0
Yapton,E05007594,10
Bosham,E05007595,5
Boxgrove,E05007596,15
Bury,E05007597,15
Chichester East,E05007598,5
Chichester North,E05007599,10
Chichester South,E05007600,0
Chichester West,E05007601,15
Donnington,E05007602,30
Easebourne,E05007603,35
East Wittering,E05007604,25
Fernhurst,E05007605,45
Fishbourne,E05007606,15
Funtington,E05007607,5
Harting,E05007608,10
Lavant,E05007609,5
Midhurst,E05007610,10
North Mundham,E05007611,5
Petworth,E05007612,5
Plaistow,E05007613,15
Rogate,E05007614,0
Selsey North,E05007615,0
Selsey South,E05007616,5
Sidlesham,E05007617,20
Southbourne,E05007618,5
Stedham,E05007619,5
Tangmere,E05007620,0
West Wittering,E05007621,5
Westbourne,E05007622,5
Wisborough Green,E05007623,10
Bewbush,E05007624,20
Broadfield North,E05007625,10
Broadfield South,E05007626,0
Furnace Green,E05007627,15
Gossops Green,E05007628,10
Ifield,E05007629,5
Langley Green,E05007630,30
Maidenbower,E05007631,10
Northgate,E05007632,20
Pound Hill North,E05007633,20
Pound Hill South and Worth,E05007634,30
Southgate,E05007635,10
Three Bridges,E05007636,10
Tilgate,E05007637,55
West Green,E05007638,45
Billingshurst and Shipley,E05007639,40
"Bramber, Upper Beeding and Woodmancote",E05007640,5
Broadbridge Heath,E05007641,20
Chanctonbury,E05007642,10
Chantry,E05007643,10
"Cowfold, Shermanbury and West Grinstead",E05007644,0
Denne,E05007645,5
Forest,E05007646,20
Henfield,E05007647,5
Holbrook East,E05007648,10
Holbrook West,E05007649,5
Horsham Park,E05007650,30
"Itchingfield, Slinfold and Warnham",E05007651,10
Nuthurst,E05007652,10
Pulborough and Coldwatham,E05007653,110
Roffey North,E05007654,70
Roffey South,E05007655,55
Rudgwick,E05007656,25
Rusper and Colgate,E05007657,0
Southwater,E05007658,45
Steyning,E05007659,10
Trafalgar,E05007660,45
Ardingly and Balcombe,E05007661,35
Ashurst Wood,E05007662,20
Bolney,E05007663,20
Burgess Hill Dunstall,E05007664,10
Burgess Hill Franklands,E05007665,15
Burgess Hill Leylands,E05007666,20
Burgess Hill Meeds,E05007667,15
Burgess Hill St Andrews,E05007668,20
Burgess Hill Victoria,E05007669,5
Copthorne and Worth,E05007670,0
Crawley Down and Turners Hill,E05007671,5
Cuckfield,E05007672,0
East Grinstead Ashplats,E05007673,5
East Grinstead Baldwins,E05007674,15
East Grinstead Herontye,E05007675,5
East Grinstead Imberhorne,E05007676,5
East Grinstead Town,E05007677,10
Hassocks,E05007678,5
Haywards Heath Ashenground,E05007679,10
Haywards Heath Bentswood,E05007680,5
Haywards Heath Franklands,E05007681,0
Haywards Heath Heath,E05007682,0
Haywards Heath Lucastes,E05007683,10
High Weald,E05007684,5
Hurstpierpoint and Downs,E05007685,5
Lindfield,E05007686,5
Broadwater,E05007687,10
Castle,E05007688,10
Central,E05007689,10
Durrington,E05007690,10
Gaisford,E05007691,5
Goring,E05007692,0
Heene,E05007693,5
Marine,E05007694,0
Northbrook,E05007695,5
Offington,E05007696,5
Salvington,E05007697,5
Selden,E05007698,0
Tarring,E05007699,5
Alvechurch,E05007700,0
Beacon,E05007701,0
Catshill,E05007702,5
Charford,E05007703,5
Drakes Cross and Walkers Heath,E05007704,0
Furlongs,E05007705,0
Hagley,E05007706,10
Hillside,E05007823,5
Hollywood and Majors Green,E05007824,5
Linthurst,E05007825,20
Marlbrook,E05007826,10
Norton,E05007827,5
Sidemoor,E05007828,5
Slideslow,E05007829,5
St Johns,E05007830,5
Stoke Heath,E05007831,0
Stoke Prior,E05007832,10
Tardebigge,E05007833,5
Uffdown,E05007834,5
Waseley,E05007836,20
Whitford,E05007837,10
Woodvale,E05007835,15
Wythall South,E05007838,25
Alfrick and Leigh,E05007839,5
Baldwin,E05007840,5
Broadheath,E05007841,5
Chase,E05007842,5
Dyson Perrins,E05007843,5
Hallow,E05007844,10
Kempsey,E05007845,0
Lindridge,E05007846,5
Link,E05007847,0
Longdon,E05007848,0
Martley,E05007849,0
Morton,E05007850,5
Pickersleigh,E05007851,10
Powick,E05007852,0
Priory,E05007853,5
Ripple,E05007854,0
Teme Valley,E05007855,0
Tenbury,E05007856,5
Upton and Hanley,E05007857,0
Wells,E05007858,5
West,E05007859,10
Woodbury,E05007860,25
Abbey,E05007861,15
Astwood Bank and Feckenham,E05007862,15
Batchley & Brockhill,E05007863,10
Central,E05007864,10
Church Hill,E05007865,5
Crabbs Cross,E05007866,10
Greenlands,E05007867,5
Headless Cross and Oakenshaw,E05007868,5
Lodge Park,E05007869,10
Matchborough,E05007870,10
West,E05007871,15
Winyates,E05007872,15
Arboretum,E05007873,5
Battenhall,E05007874,0
Bedwardine,E05007875,20
Cathedral,E05007876,5
Claines,E05007877,20
Gorse Hill,E05007878,15
Nunnery,E05007879,0
Rainbow Hill,E05007880,5
St Clement,E05007881,0
St John,E05007882,0
St Peter's Parish,E05007883,5
St Stephen,E05007884,5
Warndon,E05007885,0
Warndon Parish North,E05007886,0
Warndon Parish South,E05007887,0
Badsey,E05007888,10
Bengeworth,E05007889,5
Bowbrook,E05007890,5
Bredon,E05007891,15
Bretforton and Offenham,E05007892,5
Broadway and Wickhamford,E05007893,10
Dodderhill,E05007894,5
Drakes Broughton,E05007895,5
Droitwich Central,E05007896,0
Droitwich East,E05007897,0
Droitwich South East,E05007898,5
Droitwich South West,E05007899,5
Droitwich West,E05007900,0
Eckington,E05007901,0
Elmley Castle and Somerville,E05007902,5
Evesham North,E05007903,0
Evesham South,E05007904,0
Fladbury,E05007905,10
Great Hampton,E05007906,0
Hartlebury,E05007907,5
Harvington and Norton,E05007908,0
Honeybourne and Pebworth,E05007909,5
Inkberrow,E05007910,5
Little Hampton,E05007911,10
Lovett and North Claines,E05007912,10
Norton and Whittington,E05007913,5
Ombersley,E05007914,5
Pershore,E05007915,5
Pinvin,E05007916,5
South Bredon Hill,E05007917,0
The Littletons,E05007918,5
Upton Snodsbury,E05007919,0
Aggborough and Spennells,E05007920,0
Areley Kings,E05007921,5
Bewdley and Arley,E05007922,10
Blakedown and Chaddesley,E05007923,0
Broadwaters,E05007924,10
Cookley,E05007925,0
Franche,E05007926,15
Greenhill,E05007927,5
Habberley and Blakebrook,E05007928,5
Lickhill,E05007929,0
Mitton,E05007930,0
Offmore and Comberton,E05007931,0
Oldington and Foley Park,E05007932,5
Rock,E05007933,0
Sutton Park,E05007934,5
Wolverley,E05007935,0
Wribbenhall,E05007936,5
Astley Bridge,E05007937,5
Bradshaw,E05007938,10
Breightmet,E05007939,5
Bromley Cross,E05007940,5
Crompton,E05007941,0
Farnworth,E05007942,5
Great Lever,E05007943,0
Halliwell,E05000650,5
Harper Green,E05000651,10
