GEOGRAPHY_NAME,OBS_VALUE
Groomsport,30
Harbour (North Down LGD),10
Holywood Demesne,30
Holywood Priory,70
Loughview,45
Princetown,80
Rathgael,15
Silverstream,35
Beragh,30
Camowen,90
Clanabogan,30
Coolnagard,20
Dergmoney,10
Dromore,20
Drumnakilly,40
Drumquin,75
Drumragh,40
Fairy Water,35
Fintona,150
Gortin,30
Gortrush,15
Killyclogher,160
Lisanelly,85
Newtownsaville,100
Owenkillew,35
Sixmilecross,55
Strule,85
Termon,30
Trillick,40
Artigarvan,20
Ballycolman,30
Castlederg,35
Dunnamanagh,5
Finn,5
Glenderg,10
Newtownstewart,10
Plumbridge,10
Sion Mills,5
Slievekirk,5
Victoria Bridge,0
,5
,65
,115
,115
,45
,65
,50
,70
,50
,135
,30
,90
,80
,110
,125
,105
,80
,75
,80
,90
,110
,200
,120
,50
,25
,15
,70
,55
,30
,115
,85
,115
,40
,185
,140
,170
,165
,220
,200
,185
,120
,70
,170
,170
,205
,50
,70
,210
,145
,220
,140
,195
,175
,220
,15
,20
,20
,15
,15
,25
,95
,20
,15
,15
,10
,20
,45
,30
,85
,10
,30
,30
,5
,35
,55
,15
,100
,135
,100
,80
,20
,60
,45
,40
,50
,45
,60
,65
,25
,60
,35
,50
,35
,25
,45
,35
,95
,85
,65
,95
,200
,175
,120
,50
,80
,90
,80
,110
,65
,80
,75
,70
,85
,140
,115
,120
,80
,135
,25
,60
,60
,50
,130
,45
,5
,0
,5
,0
,15
,10
,35
,35
,5
,20
,20
,5
,25
,20
,20
,90
,100
,10
,60
,70
,65
,85
,90
,150
,40
,40
,70
,85
,15
,15
,25
,90
,40
,20
,25
,25
,25
,30
,55
,55
,5
,5
,0
,5
,5
,20
,10
,70
,50
,50
,170
,60
,65
,35
,50
,100
,80
,60
,45
,65
,55
,95
,65
,60
,70
,20
,35
,75
,55
,50
,90
,105
,20
,90
,110
,70
,60
,15
,15
,20
,70
,40
,105
,70
,80
,110
,50
,100
,100
,20
,70
,80
,105
,105
,80
,130
,60
,10
,10
,10
,0
,10
,15
,5
,10
,10
,10
,15
,5
,10
,5
,15
,5
,5
,0
,5
,10
,10
,15
,5
,5
,15
,5
,10
,10
,0
,10
,10
,30
,5
,10
,5
,15
,10
,10
,15
,10
,20
,5
,10
,5
,15
,5
,10
,5
,10
,15
,5
,0
,10
,5
,0
,5
,10
,10
,5
,5
,5
,10
,10
,5
,10
,10
,15
,25
,10
,0
,5
,15
,5
,15
,15
,5
,10
,5
,5
,5
,10
,5
,5
,10
,5
,5
,0
,5
,0
,15
,10
,5
,10
,5
,10
,0
,0
,10
,5
,10
,5
,10
,5
,5
,10
,10
,5
,0
,10
,10
,10
,10
,10
,5
,0
,5
,0
,5
,10
,5
,10
,20
,20
,10
,30
,15
,10
,30
,25
,20
,15
,15
,50
,5
,0
,5
,5
,10
,35
,40
,15
,40
,25
,5
,5
,15
,15
,30
,20
,20
,10
,25
,10
,5
,10
,10
,20
,15
,5
,40
,30
,5
,10
,15
,40
,10
,25
,20
,35
,20
,30
,35
,5
,10
,5
,10
,20
,15
,15
,5
,15
,5
,10
,5
,15
,10
,5
,5
,5
,5
,5
,10
,10
,5
,5
,10
,5
,5
,10
,5
,5
,10
,0
,5
,5
,5
,5
,5
,0
,10
,5
,0
,5
,10
,25
,10
,15
,20
,15
,5
,5
,10
,10
,10
,10
,5
,15
,5
,5
,5
,0
,10
,15
,5
,5
,0
,5
,5
,10
,5
,5
,10
,5
,5
,10
,10
,5
,5
,5
,5
,10
,15
,10
,5
,10
,10
,15
,15
,25
,10
,10
,25
,15
,15
,5
,20
,10
,10
,10
,15
,10
,15
,10
,5
,5
,20
,25
,10
,10
,20
,20
,20
,20
,10
,15
,35
,25
,40
,60
,25
,20
,25
,15
,10
,15
,10
,15
,5
,20
,30
,65
,20
,50
,35
,20
,15
,15
,10
,5
,15
,15
,10
,25
,10
,5
,10
,15
,5
,10
,10
,20
,10
,15
,15
,10
,10
,5
,15
,10
,5
,0
,5
,0
,10
,5
,5
,5
,5
,10
,10
,10
,5
,5
,10
,5
,5
,10
,5
,5
,10
,0
,10
,10
,10
,5
,10
,15
,5
,5
,15
,5
,10
,5
,5
,10
,10
,10
,10
,10
,10
,10
,10
,10
,10
,15
,5
,15
,10
,0
,5
,15
,10
,5
,5
,5
,5
,10
,15
,5
,20
,10
,15
,10
,15
,10
,5
,5
,15
,30
,5
,10
,5
,5
,5
,10
,5
,5
,15
,5
,40
,35
,5
,0
,10
,5
,0
,20
,10
,5
,20
,10
,10
,10
,0
,10
,5
,5
,10
,5
,15
,5
,15
,15
,5
,5
,10
,5
,5
,10
,10
,5
,5
,10
,5
,10
,10
,20
,15
,10
,5
,5
,0
,0
,10
,0
,5
,0
,5
,0
,0
,0
,10
,0
,5
,5
,10
,10
,10
,5
,5
,10
,15
,10
,5
,15
,5
,10
,5
,15
,25
,10
,15
,25
,15
,5
,10
,15
,5
,10
,10
,5
,5
,10
,0
,5
,5
,15
,10
,10
,5
,10
,5
,0
,5
,15
,5
,10
,5
,15
,5
,15
,10
,5
,10
,15
,25
,10
,5
,25
,10
,10
,0
,5
,5
,5
,20
,10
,0
,10
,20
,10
,0
,5
,0
,15
,0
,20
,10
,5
,10
,0
,10
,10
,5
,15
,10
,10
,10
,15
,10
,10
,10
,5
,5
,0
,15
,5
,10
,15
,25
,5
,5
,5
,5
,5
,5
,10
,15
,15
,5
,10
,30
,20
,10
,10
,25
,5
,15
,10
,20
,15
,30
