GEOGRAPHY_CODE,OBS_VALUE,,,,,,,,GEOGRAPHY_NAME
E05001017,60,,,,,,,,Hoober
E05008935,35,,,,,,,,Keppel
E05001019,75,,,,,,,,Maltby
E05001020,85,,,,,,,,Rawmarsh
E05008936,60,,,,,,,,Rother Vale
E05001022,115,,,,,,,,Rotherham East
E05001023,75,,,,,,,,Rotherham West
E05001024,45,,,,,,,,Silverwood
E05001025,10,,,,,,,,Sitwell
E05001026,50,,,,,,,,Swinton
E05001027,95,,,,,,,,Valley
E05001028,25,,,,,,,,Wales
E05001029,60,,,,,,,,Wath
E05001030,35,,,,,,,,Wickersley
E05001031,95,,,,,,,,Wingfield
E05001032,140,,,,,,,,Arbourthorne
E05001033,105,,,,,,,,Beauchief and Greenhill
E05001034,40,,,,,,,,Beighton
E05001035,55,,,,,,,,Birley
E05001036,35,,,,,,,,Broomhill
E05001037,175,,,,,,,,Burngreave
E05001038,130,,,,,,,,Central
E05001039,15,,,,,,,,Crookes
E05001040,115,,,,,,,,Darnall
E05001041,20,,,,,,,,Dore and Totley
E05001042,35,,,,,,,,East Ecclesfield
E05001043,20,,,,,,,,Ecclesall
E05001044,155,,,,,,,,Firth Park
E05001045,5,,,,,,,,Fulwood
E05001046,115,,,,,,,,Gleadless Valley
E05001047,30,,,,,,,,Graves Park
E05001048,65,,,,,,,,Hillsborough
E05001049,145,,,,,,,,Manor Castle
E05001050,45,,,,,,,,Mosborough
E05001051,30,,,,,,,,Nether Edge
E05001052,75,,,,,,,,Richmond
E05001053,105,,,,,,,,Shiregreen and Brightside
E05001054,130,,,,,,,,Southey
E05001055,45,,,,,,,,Stannington
E05001056,45,,,,,,,,Stocksbridge and Upper Don
E05001057,60,,,,,,,,Walkley
E05001058,40,,,,,,,,West Ecclesfield
E05001059,85,,,,,,,,Woodhouse
E05001060,45,,,,,,,,Birtley
E05001061,65,,,,,,,,Blaydon
E05001062,55,,,,,,,,Bridges
E05001063,65,,,,,,,,Chopwell and Rowlands Gill
E05001064,65,,,,,,,,Chowdene
E05001065,25,,,,,,,,Crawcrook and Greenside
E05001066,80,,,,,,,,Deckham
E05001067,70,,,,,,,,Dunston and Teams
E05001068,35,,,,,,,,Dunston Hill and Whickham East
E05001069,85,,,,,,,,Felling
E05001070,100,,,,,,,,High Fell
E05001071,55,,,,,,,,Lamesley
E05001072,80,,,,,,,,Lobley Hill and Bensham
E05001073,20,,,,,,,,Low Fell
E05001074,35,,,,,,,,Pelaw and Heworth
E05001075,40,,,,,,,,"Ryton, Crookhill and Stella"
E05001076,65,,,,,,,,Saltwell
E05001077,45,,,,,,,,Wardley and Leam Lane
E05001078,35,,,,,,,,Whickham North
E05001079,15,,,,,,,,Whickham South and Sunniside
E05001080,55,,,,,,,,Windy Nook and Whitehills
E05001081,35,,,,,,,,Winlaton and High Spen
E05001082,95,,,,,,,,Benwell and Scotswood
E05001083,80,,,,,,,,Blakelaw
E05001084,160,,,,,,,,Byker
E05001085,35,,,,,,,,Castle
E05001086,20,,,,,,,,Dene
E05001087,65,,,,,,,,Denton
E05001088,10,,,,,,,,East Gosforth
E05001089,135,,,,,,,,Elswick
E05001090,80,,,,,,,,Fawdon
E05001091,45,,,,,,,,Fenham
E05001092,80,,,,,,,,Kenton
E05001093,65,,,,,,,,Lemington
E05001094,55,,,,,,,,Newburn
E05001095,15,,,,,,,,North Heaton
E05001096,15,,,,,,,,North Jesmond
E05001097,55,,,,,,,,Ouseburn
E05001098,10,,,,,,,,Parklands
E05001099,55,,,,,,,,South Heaton
E05001100,25,,,,,,,,South Jesmond
E05001101,150,,,,,,,,Walker
E05001102,65,,,,,,,,Walkergate
E05001103,30,,,,,,,,West Gosforth
E05001104,25,,,,,,,,Westerhope
E05001105,100,,,,,,,,Westgate
E05001106,85,,,,,,,,Wingrove
E05001107,75,,,,,,,,Woolsington
E05001108,65,,,,,,,,Battle Hill
E05001109,30,,,,,,,,Benton
E05001112,40,,,,,,,,Camperdown
E05001110,100,,,,,,,,Chirton
E05001111,70,,,,,,,,Collingwood
E05001113,20,,,,,,,,Cullercoats
E05001114,90,,,,,,,,Howdon
E05001115,20,,,,,,,,Killingworth
E05001116,45,,,,,,,,Longbenton
E05001117,15,,,,,,,,Monkseaton North
E05001118,25,,,,,,,,Monkseaton South
E05001119,30,,,,,,,,Northumberland
E05001120,20,,,,,,,,Preston
E05001121,155,,,,,,,,Riverside
E05001122,5,,,,,,,,St Mary's
E05001123,30,,,,,,,,Tynemouth
E05001124,60,,,,,,,,Valley
E05001125,110,,,,,,,,Wallsend
E05001126,25,,,,,,,,Weetslade
E05001127,40,,,,,,,,Whitley Bay
E05001128,110,,,,,,,,Beacon and Bents
E05001129,65,,,,,,,,Bede
E05001130,105,,,,,,,,Biddick and All Saints
E05001131,60,,,,,,,,Boldon Colliery
E05001132,15,,,,,,,,Cleadon and East Boldon
E05001133,70,,,,,,,,Cleadon Park
E05001134,40,,,,,,,,Fellgate and Hedworth
E05001135,50,,,,,,,,Harton
E05001136,55,,,,,,,,Hebburn North
E05001137,40,,,,,,,,Hebburn South
E05001138,50,,,,,,,,Horsley Hill
E05001139,65,,,,,,,,Monkton
E05001140,60,,,,,,,,Primrose
E05001141,120,,,,,,,,Simonside and Rekendyke
E05001142,50,,,,,,,,West Park
E05001143,40,,,,,,,,Westoe
E05001144,35,,,,,,,,Whitburn and Marsden
E05001145,60,,,,,,,,Whiteleas
E05001146,45,,,,,,,,Barnes
E05001147,85,,,,,,,,Castle
E05001148,95,,,,,,,,Copt Hill
E05001150,35,,,,,,,,Doxford
E05001149,25,,,,,,,,Fulwell
E05001151,170,,,,,,,,Hendon
E05001152,100,,,,,,,,Hetton
E05001153,80,,,,,,,,Houghton
E05001154,90,,,,,,,,Millfield
E05001155,95,,,,,,,,Pallion
E05001156,115,,,,,,,,Redhill
E05001157,55,,,,,,,,Ryhope
E05001158,110,,,,,,,,Sandhill
E05001159,75,,,,,,,,Shiney Row
E05001160,70,,,,,,,,Silksworth
E05001161,115,,,,,,,,Southwick
E05001162,85,,,,,,,,St Anne's
E05001163,35,,,,,,,,St Chad's
E05001164,50,,,,,,,,St Michael's
E05001169,35,,,,,,,,St Peter's
E05001170,55,,,,,,,,Washington Central
E05001171,50,,,,,,,,Washington East
E05001172,120,,,,,,,,Washington North
E05001165,40,,,,,,,,Washington South
E05001166,70,,,,,,,,Washington West
E05001167,235,,,,,,,,Acocks Green
E05001168,500,,,,,,,,Aston
E05001173,255,,,,,,,,Bartley Green
E05001174,185,,,,,,,,Billesley
E05001175,310,,,,,,,,Bordesley Green
E05001176,160,,,,,,,,Bournville
E05001177,195,,,,,,,,Brandwood
E05001178,140,,,,,,,,Edgbaston
E05001179,180,,,,,,,,Erdington
E05001180,105,,,,,,,,Hall Green
E05001181,210,,,,,,,,Handsworth Wood
E05001182,95,,,,,,,,Harborne
E05001183,245,,,,,,,,Hodge Hill
E05001184,180,,,,,,,,Kings Norton
E05001185,260,,,,,,,,Kingstanding
E05001186,225,,,,,,,,Ladywood
E05001187,205,,,,,,,,Longbridge
E05001188,505,,,,,,,,Lozells and East Handsworth
E05001189,145,,,,,,,,Moseley and Kings Heath
E05001190,410,,,,,,,,Nechells
E05001191,165,,,,,,,,Northfield
E05001192,110,,,,,,,,Oscott
E05001193,170,,,,,,,,Perry Barr
E05001194,160,,,,,,,,Quinton
E05001195,130,,,,,,,,Selly Oak
E05001196,225,,,,,,,,Shard End
E05001197,135,,,,,,,,Sheldon
E05001198,380,,,,,,,,Soho
E05001199,270,,,,,,,,South Yardley
E05001200,400,,,,,,,,Sparkbrook
E05001201,300,,,,,,,,Springfield
E05001202,255,,,,,,,,Stechford and Yardley North
E05001203,305,,,,,,,,Stockland Green
E05001204,35,,,,,,,,Sutton Four Oaks
E05001205,55,,,,,,,,Sutton New Hall
E05001206,70,,,,,,,,Sutton Trinity
E05001207,55,,,,,,,,Sutton Vesey
E05001208,215,,,,,,,,Tyburn
E05001209,395,,,,,,,,Washwood Heath
E05001210,245,,,,,,,,Weoley
E05001211,35,,,,,,,,Bablake
E05001212,110,,,,,,,,Binley and Willenhall
E05001213,50,,,,,,,,Cheylesmore
E05001214,25,,,,,,,,Earlsdon
E05001215,160,,,,,,,,Foleshill
E05001216,105,,,,,,,,Henley
E05001217,85,,,,,,,,Holbrook
E05001218,95,,,,,,,,Longford
E05001219,90,,,,,,,,Lower Stoke
E05001220,110,,,,,,,,Radford
E05001221,70,,,,,,,,Sherbourne
E05001222,180,,,,,,,,St Michael's
E05001223,65,,,,,,,,Upper Stoke
E05001224,20,,,,,,,,Wainbody
E05001225,80,,,,,,,,Westwood
E05001226,50,,,,,,,,Whoberley
E05001227,60,,,,,,,,Woodlands
E05001229,70,,,,,,,,Wyken
E05001228,40,,,,,,,,Amblecote
E05001230,80,,,,,,,,Belle Vale
E05001231,130,,,,,,,,Brierley Hill
E05001232,100,,,,,,,,Brockmoor and Pensnett
E05001233,155,,,,,,,,Castle and Priory
E05001234,85,,,,,,,,Coseley East
E05001235,100,,,,,,,,Cradley and Wollescote
E05001236,70,,,,,,,,Gornal
E05001237,50,,,,,,,,Halesowen North
E05001238,40,,,,,,,,Halesowen South
E05001239,30,,,,,,,,Hayley Green and Cradley South
E05001240,30,,,,,,,,Kingswinford North and Wall Heath
E05001241,35,,,,,,,,Kingswinford South
E05001242,70,,,,,,,,Lye and Stourbridge North
E05001243,110,,,,,,,,"Netherton, Woodside and St Andrews"
E05001244,35,,,,,,,,Norton
E05001245,30,,,,,,,,Pedmore and Stourbridge East
E05001246,75,,,,,,,,Quarry Bank and Dudley Wood
E05001247,55,,,,,,,,Sedgley
E05001248,115,,,,,,,,St James's
E05001249,165,,,,,,,,St Thomas's
E05001250,70,,,,,,,,Upper Gornal and Woodsetton
E05001251,45,,,,,,,,Wollaston and Stourbridge Town
E05001252,35,,,,,,,,Wordsley
E05001253,50,,,,,,,,Abbey
E05001256,65,,,,,,,,Blackheath
E05001254,75,,,,,,,,Bristnall
E05001255,65,,,,,,,,Charlemont with Grove Vale
E05001257,75,,,,,,,,Cradley Heath and Old Hill
E05001258,65,,,,,,,,Friar Park
E05001259,70,,,,,,,,Great Barr with Yew Tree
E05001260,90,,,,,,,,Great Bridge
E05001261,95,,,,,,,,Greets Green and Lyng
E05001262,120,,,,,,,,Hateley Heath
E05001263,70,,,,,,,,Langley
E05001264,55,,,,,,,,Newton
E05001265,55,,,,,,,,Old Warley
E05001266,70,,,,,,,,Oldbury
E05001267,135,,,,,,,,Princes End
E05001268,75,,,,,,,,Rowley
E05001269,85,,,,,,,,Smethwick
E05001270,110,,,,,,,,Soho and Victoria
E05001271,90,,,,,,,,St Pauls
E05001272,115,,,,,,,,Tipton Green
E05001273,65,,,,,,,,Tividale
E05001274,80,,,,,,,,Wednesbury North
E05001275,65,,,,,,,,Wednesbury South
E05001277,110,,,,,,,,West Bromwich Central
E05001278,60,,,,,,,,Bickenhill
E05001276,15,,,,,,,,Blythe
E05001279,35,,,,,,,,Castle Bromwich
E05001280,150,,,,,,,,Chelmsley Wood
E05001281,15,,,,,,,,Dorridge and Hockley Heath
E05001282,20,,,,,,,,Elmdon
E05001283,140,,,,,,,,Kingshurst and Fordbridge
E05001284,5,,,,,,,,Knowle
E05001285,40,,,,,,,,Lyndon
E05001286,15,,,,,,,,Meriden
E05001287,25,,,,,,,,Olton
E05001288,20,,,,,,,,Shirley East
E05001289,25,,,,,,,,Shirley South
E05001290,25,,,,,,,,Shirley West
E05001291,30,,,,,,,,Silhill
E05001292,150,,,,,,,,Smith's Wood
E05001293,15,,,,,,,,St Alphege
E05001294,35,,,,,,,,Aldridge Central and South
E05001296,50,,,,,,,,Aldridge North and Walsall Wood
E05001297,115,,,,,,,,Bentley and Darlaston North
E05001298,170,,,,,,,,Birchills Leamore
E05001299,160,,,,,,,,Blakenall
E05001300,95,,,,,,,,Bloxwich East
E05001295,90,,,,,,,,Bloxwich West
E05001301,75,,,,,,,,Brownhills
E05001302,135,,,,,,,,Darlaston South
E05001303,40,,,,,,,,Paddock
E05001304,110,,,,,,,,Palfrey
E05001305,45,,,,,,,,Pelsall
E05001306,30,,,,,,,,Pheasey Park Farm
E05001307,130,,,,,,,,Pleck
E05001308,60,,,,,,,,Rushall-Shelfield
E05001309,55,,,,,,,,Short Heath
E05001310,140,,,,,,,,St Matthew's
E05001311,20,,,,,,,,Streetly
E05001312,80,,,,,,,,Willenhall North
E05001313,155,,,,,,,,Willenhall South
E05001314,130,,,,,,,,Bilston East
E05001315,85,,,,,,,,Bilston North
E05001317,85,,,,,,,,Blakenhall
E05001316,70,,,,,,,,Bushbury North
E05001318,165,,,,,,,,Bushbury South and Low Hill
E05001319,150,,,,,,,,East Park
E05001320,125,,,,,,,,Ettingshall
E05001321,100,,,,,,,,Fallings Park
E05001322,85,,,,,,,,Graiseley
E05001323,150,,,,,,,,Heath Town
E05001324,70,,,,,,,,Merry Hill
E05001325,110,,,,,,,,Oxley
E05001326,90,,,,,,,,Park
E05001327,35,,,,,,,,Penn
E05001328,70,,,,,,,,Spring Vale
E05001329,145,,,,,,,,St Peter's
E05001330,50,,,,,,,,Tettenhall Regis
E05001331,35,,,,,,,,Tettenhall Wightwick
E05001332,70,,,,,,,,Wednesfield North
E05001333,70,,,,,,,,Wednesfield South
E05001334,25,,,,,,,,Baildon
E05001336,40,,,,,,,,Bingley
E05001335,45,,,,,,,,Bingley Rural
E05001337,125,,,,,,,,Bolton and Undercliffe
E05001338,200,,,,,,,,Bowling and Barkerend
E05001339,190,,,,,,,,Bradford Moor
E05001340,265,,,,,,,,City
E05001341,105,,,,,,,,Clayton and Fairweather Green
E05001342,20,,,,,,,,Craven
E05001343,170,,,,,,,,Eccleshill
E05001344,170,,,,,,,,Great Horton
E05001345,145,,,,,,,,Heaton
E05001346,45,,,,,,,,Idle and Thackley
E05001347,10,,,,,,,,Ilkley
E05001348,135,,,,,,,,Keighley Central
E05001349,85,,,,,,,,Keighley East
E05001350,95,,,,,,,,Keighley West
E05001351,265,,,,,,,,Little Horton
E05001352,235,,,,,,,,Manningham
E05001353,40,,,,,,,,Queensbury
E05001354,125,,,,,,,,Royds
E05001355,60,,,,,,,,Shipley
E05001356,115,,,,,,,,Thornton and Allerton
E05001357,145,,,,,,,,Toller
E05001358,195,,,,,,,,Tong
E05001359,15,,,,,,,,Wharfedale
E05001360,90,,,,,,,,Wibsey
E05001361,105,,,,,,,,Windhill and Wrose
E05001362,25,,,,,,,,Worth Valley
E05001363,90,,,,,,,,Wyke
E05001364,35,,,,,,,,Brighouse
E05001365,30,,,,,,,,Calder
E05001366,45,,,,,,,,Elland
E05001367,30,,,,,,,,Greetland and Stainland
E05001368,20,,,,,,,,Hipperholme and Lightcliffe
E05001369,80,,,,,,,,Illingworth and Mixenden
E05001370,25,,,,,,,,Luddendenfoot
E05001371,20,,,,,,,,Northowram and Shelf
E05001372,100,,,,,,,,Ovenden
E05001373,150,,,,,,,,Park
E05001374,50,,,,,,,,Rastrick
E05001375,30,,,,,,,,Ryburn
E05001376,40,,,,,,,,Skircoat
E05001377,45,,,,,,,,Sowerby Bridge
E05001378,60,,,,,,,,Todmorden
E05001379,85,,,,,,,,Town
E05001380,65,,,,,,,,Warley
E05001381,60,,,,,,,,Almondbury
E05001382,120,,,,,,,,Ashbrow
E05001383,100,,,,,,,,Batley East
E05001384,130,,,,,,,,Batley West
E05001385,50,,,,,,,,Birstall and Birkenshaw
E05001386,80,,,,,,,,Cleckheaton
E05001387,45,,,,,,,,Colne Valley
E05008558,125,,,,,,,,Crosland Moor and Netherton
E05001389,95,,,,,,,,Dalton
E05001390,25,,,,,,,,Denby Dale
E05001391,130,,,,,,,,Dewsbury East
E05001392,115,,,,,,,,Dewsbury South
E05001393,145,,,,,,,,Dewsbury West
E05008559,70,,,,,,,,Golcar
E05008560,120,,,,,,,,Greenhead
E05001396,85,,,,,,,,Heckmondwike
E05001397,40,,,,,,,,Holme Valley North
E05001398,40,,,,,,,,Holme Valley South
E05001399,30,,,,,,,,Kirkburton
E05001400,70,,,,,,,,Lindley
E05001401,95,,,,,,,,Liversedge and Gomersal
E05001402,60,,,,,,,,Mirfield
E05001403,165,,,,,,,,Newsome
E05008561,35,,,,,,,,Adel and Wharfedale
E05001405,50,,,,,,,,Alwoodley
E05008562,30,,,,,,,,Ardsley and Robin Hood
E05001407,225,,,,,,,,Armley
E05001408,125,,,,,,,,Beeston and Holbeck
E05001409,120,,,,,,,,Bramley and Stanningley
E05001410,250,,,,,,,,Burmantofts and Richmond Hill
E05001411,55,,,,,,,,Calverley and Farsley
E05001412,140,,,,,,,,Chapel Allerton
E05001413,180,,,,,,,,City and Hunslet
E05001414,100,,,,,,,,Cross Gates and Whinmoor
E05001415,120,,,,,,,,Farnley and Wortley
E05001416,40,,,,,,,,Garforth and Swillington
E05001417,305,,,,,,,,Gipton and Harehills
E05001418,35,,,,,,,,Guiseley and Rawdon
E05001419,10,,,,,,,,Harewood
E05001420,55,,,,,,,,Headingley
E05001421,45,,,,,,,,Horsforth
E05001422,145,,,,,,,,Hyde Park and Woodhouse
E05001423,220,,,,,,,,Killingbeck and Seacroft
E05001424,50,,,,,,,,Kippax and Methley
E05001425,95,,,,,,,,Kirkstall
E05001426,210,,,,,,,,Middleton Park
E05001427,35,,,,,,,,Moortown
E05001428,55,,,,,,,,Morley North
E05001429,60,,,,,,,,Morley South
E05001430,50,,,,,,,,Otley and Yeadon
E05001431,85,,,,,,,,Pudsey
E05001432,45,,,,,,,,Rothwell
E05001433,60,,,,,,,,Roundhay
E05001434,90,,,,,,,,Temple Newsam
E05001435,45,,,,,,,,Weetwood
E05001436,15,,,,,,,,Wetherby
E05001437,30,,,,,,,,"Ackworth, North Elmsall and Upton"
E05001438,90,,,,,,,,Airedale and Ferry Fryston
E05001439,70,,,,,,,,Altofts and Whitwood
E05001440,75,,,,,,,,Castleford Central and Glasshoughton
E05001441,45,,,,,,,,"Crofton, Ryhill and Walton"
E05001442,65,,,,,,,,Featherstone
E05001443,75,,,,,,,,Hemsworth
E05001444,35,,,,,,,,Horbury and South Ossett
E05001445,85,,,,,,,,Knottingley
E05001446,55,,,,,,,,Normanton
E05001447,50,,,,,,,,Ossett
E05001448,75,,,,,,,,Pontefract North
E05001449,70,,,,,,,,Pontefract South
E05001450,90,,,,,,,,South Elmsall and South Kirkby
E05001451,25,,,,,,,,Stanley and Outwood East
E05001452,90,,,,,,,,Wakefield East
E05001453,65,,,,,,,,Wakefield North
E05001454,30,,,,,,,,Wakefield Rural
E05001455,55,,,,,,,,Wakefield South
E05001456,95,,,,,,,,Wakefield West
E05001457,35,,,,,,,,Wrenthorpe and Outwood West
E05001458,0,,,,,,,,"Aldersgate,Cheap"
E05001459,5,,,,,,,,"Aldgate,Billingsgate,Bishopsgate,Bridge,Broad Street,Candlewick,Corn"
E05001460,0,,,,,,,,"Bassishaw,Coleman Street,Cripplegate"
E05001461,0,,,,,,,,"Bread Street,Castle Baynard,Cordwainer,Dowgate,Farringdon Within,Far"
E05001462,65,,,,,,,,Abbey
E05001463,70,,,,,,,,Alibon
E05001464,65,,,,,,,,Becontree
E05000001,40,,,,,,,,Chadwell Heath
E05000005,70,,,,,,,,Eastbrook
E05000021,50,,,,,,,,Eastbury
E05000023,45,,,,,,,,Gascoigne
E05000015,45,,,,,,,,Goresbrook
E05000017,40,,,,,,,,Heath
E05000018,30,,,,,,,,Longbridge
E05000022,40,,,,,,,,Mayesbrook
E05000026,45,,,,,,,,Parsloes
E05000027,40,,,,,,,,River
E05000028,75,,,,,,,,Thames
E05000029,50,,,,,,,,Valence
E05000030,50,,,,,,,,Village
E05000031,45,,,,,,,,Whalebone
E05000032,35,,,,,,,,Brunswick Park
E05000033,65,,,,,,,,Burnt Oak
E05000034,55,,,,,,,,Childs Hill
E05000035,70,,,,,,,,Colindale
E05000036,30,,,,,,,,Coppetts
E05000037,35,,,,,,,,East Barnet
E05000038,25,,,,,,,,East Finchley
E05000039,20,,,,,,,,Edgware
E05000040,15,,,,,,,,Finchley Church End
E05000041,15,,,,,,,,Garden Suburb
E05000042,45,,,,,,,,Golders Green
E05000043,35,,,,,,,,Hale
E05000044,40,,,,,,,,Hendon
E05000045,25,,,,,,,,High Barnet
E05000046,45,,,,,,,,Mill Hill
E05000047,30,,,,,,,,Oakleigh
E05000048,20,,,,,,,,Totteridge
E05000049,45,,,,,,,,Underhill
E05000050,25,,,,,,,,West Finchley
E05000051,45,,,,,,,,West Hendon
E05000052,35,,,,,,,,Woodhouse
E05000053,30,,,,,,,,Barnehurst
E05000054,55,,,,,,,,Belvedere
E05000055,5,,,,,,,,Blackfen and Lamorbey
E05000056,20,,,,,,,,Blendon and Penhill
E05000057,10,,,,,,,,Brampton
E05000058,20,,,,,,,,Christchurch
E05000059,30,,,,,,,,Colyers
E05000060,45,,,,,,,,Cray Meadows
E05000061,40,,,,,,,,Crayford
E05000062,25,,,,,,,,Danson Park
E05000063,20,,,,,,,,East Wickham
E05000064,50,,,,,,,,Erith
E05000065,10,,,,,,,,Falconwood and Welling
E05000066,25,,,,,,,,Lesnes Abbey
E05000067,10,,,,,,,,Longlands
E05000068,60,,,,,,,,North End
E05000069,35,,,,,,,,Northumberland Heath
E05000070,10,,,,,,,,Sidcup
E05000072,15,,,,,,,,St Mary's
E05000071,20,,,,,,,,St Michael's
E05000073,50,,,,,,,,Thamesmead East
E05000074,30,,,,,,,,Alperton
E05000075,55,,,,,,,,Barnhill
E05000076,40,,,,,,,,Brondesbury Park
E05000077,65,,,,,,,,Dollis Hill
E05000078,45,,,,,,,,Dudden Hill
E05000079,30,,,,,,,,Fryent
E05000080,95,,,,,,,,Harlesden
E05000083,55,,,,,,,,Kensal Green
E05000081,15,,,,,,,,Kenton
E05000082,65,,,,,,,,Kilburn
E05000084,45,,,,,,,,Mapesbury
E05000085,30,,,,,,,,Northwick Park
E05000086,30,,,,,,,,Preston
E05000087,30,,,,,,,,Queens Park
E05000088,40,,,,,,,,Queensbury
E05000089,135,,,,,,,,Stonebridge
E05000090,50,,,,,,,,Sudbury
E05000091,45,,,,,,,,Tokyngton
E05000092,40,,,,,,,,Welsh Harp
E05000093,30,,,,,,,,Wembley Central
E05000094,65,,,,,,,,Willesden Green
E05000095,25,,,,,,,,Bickley
E05000096,25,,,,,,,,Biggin Hill
E05000097,45,,,,,,,,Bromley Common and Keston
E05000098,40,,,,,,,,Bromley Town
E05000099,15,,,,,,,,Chelsfield and Pratts Bottom
E05000100,25,,,,,,,,Chislehurst
E05000101,30,,,,,,,,Clock House
E05000102,20,,,,,,,,Copers Cope
E05000103,70,,,,,,,,Cray Valley East
E05000104,75,,,,,,,,Cray Valley West
E05000105,60,,,,,,,,Crystal Palace
E05000106,5,,,,,,,,Darwin
E05000107,15,,,,,,,,Farnborough and Crofton
E05000108,25,,,,,,,,Hayes and Coney Hall
E05000109,25,,,,,,,,Kelsey and Eden Park
E05000110,40,,,,,,,,Mottingham and Chislehurst North
E05000111,35,,,,,,,,Orpington
E05000112,55,,,,,,,,Penge and Cator
E05000113,10,,,,,,,,Petts Wood and Knoll
E05000114,30,,,,,,,,Plaistow and Sundridge
E05000115,10,,,,,,,,Shortlands
E05000116,15,,,,,,,,West Wickham
E05000117,20,,,,,,,,Belsize
E05000118,15,,,,,,,,Bloomsbury
E05000119,50,,,,,,,,Camden Town with Primrose Hill
E05000120,65,,,,,,,,Cantelowes
E05000121,25,,,,,,,,Fortune Green
E05000122,5,,,,,,,,Frognal and Fitzjohns
E05000123,50,,,,,,,,Gospel Oak
E05000124,5,,,,,,,,Hampstead Town
E05000125,40,,,,,,,,Haverstock
E05000126,30,,,,,,,,Highgate
E05000127,35,,,,,,,,Holborn and Covent Garden
E05000128,40,,,,,,,,Kentish Town
E05000129,30,,,,,,,,Kilburn
E05000130,45,,,,,,,,King's Cross
E05000131,50,,,,,,,,Regent's Park
E05000132,80,,,,,,,,St Pancras and Somers Town
E05000133,20,,,,,,,,Swiss Cottage
E05000134,20,,,,,,,,West Hampstead
E05000135,85,,,,,,,,Addiscombe
E05000136,70,,,,,,,,Ashburton
E05000137,120,,,,,,,,Bensham Manor
E05000138,170,,,,,,,,Broad Green
E05000139,35,,,,,,,,Coulsdon East
E05000140,30,,,,,,,,Coulsdon West
E05000141,50,,,,,,,,Croham
E05000142,110,,,,,,,,Fairfield
E05000143,85,,,,,,,,Fieldway
E05000144,70,,,,,,,,Heathfield
E05000145,40,,,,,,,,Kenley
E05000146,55,,,,,,,,New Addington
E05000147,50,,,,,,,,Norbury
E05000148,50,,,,,,,,Purley
E05000149,25,,,,,,,,Sanderstead
E05000150,130,,,,,,,,Selhurst
E05000151,25,,,,,,,,Selsdon and Ballards
E05000152,50,,,,,,,,Shirley
E05000153,105,,,,,,,,South Norwood
E05000154,135,,,,,,,,Thornton Heath
E05000155,80,,,,,,,,Upper Norwood
E05000156,90,,,,,,,,Waddon
E05000157,120,,,,,,,,West Thornton
E05000158,105,,,,,,,,Woodside
E05000159,40,,,,,,,,Acton Central
E05000160,50,,,,,,,,Cleveland
E05000161,40,,,,,,,,Dormers Wells
E05000162,35,,,,,,,,Ealing Broadway
E05000163,70,,,,,,,,Ealing Common
E05000164,80,,,,,,,,East Acton
E05000165,50,,,,,,,,Elthorne
E05000166,55,,,,,,,,Greenford Broadway
E05000167,35,,,,,,,,Greenford Green
E05000168,25,,,,,,,,Hanger Hill
E05000169,60,,,,,,,,Hobbayne
E05000170,30,,,,,,,,Lady Margaret
E05000171,25,,,,,,,,North Greenford
E05000172,20,,,,,,,,Northfield
E05000173,70,,,,,,,,Northolt Mandeville
E05000174,75,,,,,,,,Northolt West End
E05000175,50,,,,,,,,Norwood Green
E05000176,35,,,,,,,,Perivale
E05000177,50,,,,,,,,South Acton
E05000178,60,,,,,,,,Southall Broadway
E05000179,45,,,,,,,,Southall Green
E05000180,25,,,,,,,,Southfield
E05000181,20,,,,,,,,Walpole
E05000183,55,,,,,,,,Bowes
E05000182,30,,,,,,,,Bush Hill Park
E05000184,50,,,,,,,,Chase
E05000185,25,,,,,,,,Cockfosters
E05000186,120,,,,,,,,Edmonton Green
E05000187,90,,,,,,,,Enfield Highway
E05000188,70,,,,,,,,Enfield Lock
E05000189,25,,,,,,,,Grange
E05000190,75,,,,,,,,Haselbury
E05000191,30,,,,,,,,Highlands
E05000192,80,,,,,,,,Jubilee
E05000193,100,,,,,,,,Lower Edmonton
E05000194,45,,,,,,,,Palmers Green
E05000195,90,,,,,,,,Ponders End
E05000196,80,,,,,,,,Southbury
E05000197,30,,,,,,,,Southgate
E05000198,35,,,,,,,,Southgate Green
E05000199,45,,,,,,,,Town
E05000200,75,,,,,,,,Turkey Street
E05000201,110,,,,,,,,Upper Edmonton
E05000202,20,,,,,,,,Winchmore Hill
E05000203,75,,,,,,,,Abbey Wood
E05000204,30,,,,,,,,Blackheath Westcombe
E05000205,60,,,,,,,,Charlton
E05000206,40,,,,,,,,Coldharbour and New Eltham
E05000207,25,,,,,,,,Eltham North
E05000208,40,,,,,,,,Eltham South
E05000209,60,,,,,,,,Eltham West
E05000210,80,,,,,,,,Glyndon
E05000211,80,,,,,,,,Greenwich West
E05000212,75,,,,,,,,Kidbrooke with Hornfair
E05000213,40,,,,,,,,Middle Park and Sutcliffe
E05000214,40,,,,,,,,Peninsula
E05000215,75,,,,,,,,Plumstead
E05000216,55,,,,,,,,Shooters Hill
E05000217,95,,,,,,,,Thamesmead Moorings
E05000218,95,,,,,,,,Woolwich Common
E05000219,80,,,,,,,,Woolwich Riverside
E05000220,50,,,,,,,,Brownswood
E05000221,35,,,,,,,,Cazenove
E05000222,70,,,,,,,,Chatham
E05000223,25,,,,,,,,Clissold
